,sentence,entities
156,Germans    offered    staunch    resistance         but    by    June                    Rome    had    fallen    .                 ,['Germans']
157,"Battle    of    Atlantic    took    place    from       to       and    was    described    as    ``    longest         largest         and    most    complex    naval    battle    in    history   ""  ""   .                 ",['Atlantic']
158,Germans    hoped    to    sever    vital    supply    lines    between    the United Kingdom    and    the United States         sinking    many    tons    of    shipping    with    U-boats         German    submarines    .    ,"['Germans', 'German']"
159,However         development    of    destroyer    and    aircraft    with    a    longer    patrol    range    were    effective    at    countering    U-boat    threat    and    by    December            Germans    had    lost    battle    .                 ,['Germans']
160,"Operation    Overlord         edit         On    June                    Western    Allies    finally    launched    long-awaited    assault    on    ``    Fortress    Europe   ""  ""   so    wanted    by    Stalin    .    ",['Stalin']
161,offensive         codenamed    Operation    Overlord         began    early    morning    hours    of    June       .    ,['early    morning    hours']
162,day         known    as    D-day         was    marked    by    foul    weather    .    ,[]
163,Rommel         who    was    now    in    charge    of    defending    France    against    possible    Allied    attack         thought    Allies    would    not    attack    during    stormy    weather         and    was    on    holiday    in    Germany    .                 ,"['France', 'Allied', 'Germany']"
164,"Besides    this         Germans    were    expecting    an    attack         but    at    natural    harbor    of    Calais    and    not    beaches    of    Normandy    ;    They    did    not    know    about    Allies   "" ""   artificial    harbours         and    false    leads    planted    by    Allies    suggested    Calais    as    landing    site.                 U.S    .    ","['Germans', 'Calais', 'U.S']"
165,assault    troops    approaching    Omaha    Beach            June   .By    this    time         war    was    looking    ever    darker    for    Germany    .    ,"['Omaha', 'Germany']"
166,On    July                    a    group    of    conspiring    German    officers    attempted    to    assassinate    Hitler    .    ,"['German', 'Hitler']"
167,bomb    they    used    did    injure    him         but    second    was    not    used         and    a    table    shielded    Hitler    in    a    stroke    of    luck    .                 ,['second']
168,plotters    still    could    have    launched    a    coup         but    only    head    of    occupied    Paris    acted         arresting    SS    and    Gestapo    forces    in    city    .    ,"['Paris', 'Gestapo']"
169,German    propaganda    minister         Joseph    Goebbels         rallied    Nazis    and    hunted    down    conspirators         arresting    up    to       people    in    wake    of    plot         according    to    some    estimates    .                 ,"['German', 'Nazis']"
170,In    France         Allies    took    Normandy    and    finally    Paris    on    August       .                 ,['Paris']
171,In    east         Soviets    had    advanced    almost    to    former    Polish-Soviet    border    .    ,"['Soviets', 'Polish']"
172,At    this    time         Hitler    introduced    V-weapons         V-1    flying    bomb    and         later         V-2         first    rockets    used    in    modern    warfare    .    ,['first']
173,V-1    was    often    intercepted    by    air    pilots         but    V-2    was    extremely    fast    and    carried    a    large    payload    .    ,[]
174,However         this    advance    came    too    late    in    war    to    have    any    real    effect    .                 ,[]
175,Germans    were    also    on    verge    of    introducing    a    number    of    terrifying    new    weapons         including    advanced    jet    aircraft         which    were    too    fast    for    ordinary    propeller    aircraft         and    submarine    improvements    which    would    allow    Germans    to    again    fight    effectively    in    Atlantic    .    ,"['Germans', 'Germans', 'Atlantic']"
